4320	Gabby Crouse	http://simpsons.wikia.com/wiki/Gabby_Crouse
4322	Gaston Simpson	http://simpsons.wikia.com/wiki/Gaston_Simpson
4323	Hugo Simpson I	http://simpsons.wikia.com/wiki/Hugo_Simpson_I
4324	Dulcine Simpson	http://simpsons.wikia.com/wiki/Dulcine_Simpson
4325	Lou Simpson	http://simpsons.wikia.com/wiki/Lou_Simpson
4342	Clowta Stillman	http://simpsons.wikia.com/wiki/Clowta_Stillman
4347	Galston Simpson	http://simpsons.wikia.com/wiki/Galston_Simpson
4348	Prudence Simpson	http://simpsons.wikia.com/wiki/Prudence_Simpson
4349	Trixie Simpson	http://simpsons.wikia.com/wiki/Trixie_Simpson
4350	Winifred Running Goat	http://simpsons.wikia.com/wiki/Winifred_Running_Goat
4353	Claretta Simpson	http://simpsons.wikia.com/wiki/Claretta_Simpson
4358	Edwina	http://simpsons.wikia.com/wiki/Edwina
4379	Alan Moore	http://simpsons.wikia.com/wiki/Alan_Moore
4436	Charles Heathbar	http://simpsons.wikia.com/wiki/Charles_Heathbar
4528	Blue-Haired Lawyer	http://simpsons.wikia.com/wiki/Blue-Haired_Lawyer
4543	Mary Bailey	http://simpsons.wikia.com/wiki/Mary_Bailey
